#MCS	Surface_energy
12600	1527.314547181632
12700	1541.1978000393538
12800	1591.3731804943268
12900	1519.4789288434297
13000	1637.1678525665989
13100	1508.7272166584653
13200	1724.3187286133953
13300	1947.8793057098474
13400	1633.5659088778873
13500	1482.9201219048355
13600	1665.6624572477394
13700	1632.7863129545017
13800	1730.378596887931
13900	1629.8501009133727
14000	1695.3228470797478
14100	1797.2787229731423
14200	1680.9716609913728
14300	1842.4309492098052
14400	1669.3114718020547
14500	1665.7327142223978
14600	1988.1272511956743
14700	1739.1760151742847
14800	1673.1095928465497
14900	1791.1013087757665
15000	1737.5634118046235
15100	1563.1446777319948
15200	1912.2707970093643
15300	1949.8259589972436
15400	1950.680970811028
15500	1986.1217406655023
15600	1791.2760965029493
15700	1923.2248266057811
15800	1917.8325106101545
15900	1686.6974883799303
16000	2103.2776933470705
16100	2073.798111433054
16200	1862.9064448358163
16300	1714.2467737189506
16400	1904.8696140294296
16500	1690.7939449021933
16600	2147.4417515040445
16700	2127.5527603091514
16800	2109.122366758146
16900	1979.0686252078763
17000	1980.2292862416475
17100	1837.34501156126
17200	1847.5941507777559
17300	2033.5620288299638
17400	2124.5721900363133
17500	2025.7276342975674
17600	1813.4290177855096
17700	2088.4513134301887
17800	1995.9022885878487
17900	1989.2987616366377
18000	2115.2162442778267
18100	2416.4905886493716
18200	1850.5386149972546
18300	1897.2623368748523
18400	2163.0067301325953
18500	1787.907438243431
18600	1868.9458006671393
18700	1694.0103092452368
18800	1820.305737194134
18900	1961.9041983193424
19000	1790.5140481915644
19100	1968.7320716809522
19200	2160.6755647222317
19300	1970.591317977799
19400	1694.7030370102657
19500	2005.812792554014
19600	1536.309981909994
19700	1797.0032956479788
19800	1777.4645912343435
19900	1753.3183780933552
20000	1713.0141593887515
20100	1890.3996106681384
20200	2000.0327134271874
20300	2007.802192976632
20400	1697.890443787272
20500	1748.8783733598536
20600	1953.0747504797002
20700	1703.0463490616276
20800	1809.4822529809092
20900	1808.5364529817814
21000	2014.114092753244
21100	1888.0500691710072
21200	2269.683248238546
21300	2041.8542094970758
21400	1946.7573626103579
21500	2283.848451671728
21600	1940.2999917738066
21700	2030.1786256479998
21800	1893.3350806877243
21900	2144.8438021011452
22000	1881.5683825499225
22100	2131.279449421983
22200	1985.7383887332612
22300	2267.983377738007
22400	1761.8283756422807
22500	2199.608850733048
22600	2390.862427654511
22700	2156.069656986516
22800	1976.3796800794003
22900	2036.993384249506
23000	2157.882438458483
23100	2349.478463213903
23200	2329.64126415511
23300	1910.7681711728342
23400	2111.1237206915685
23500	2375.1264168539583
23600	2363.765960808759
23700	2236.4361017732167
23800	2145.6684571996752
23900	2495.1948211718204
24000	2120.770886532943
24100	2424.5180286783175
24200	2544.221064871632
24300	2338.2372125524735
24400	2819.601574307635
24500	1839.9616495873117
24600	2978.33681930458
24700	2670.4241165940666
24800	2633.6190627312144
24900	2625.9513958066714
25000	2520.9617355636965
25100	2535.7481570510404
25200	2703.7332811312563
25300	2916.2917479132097
25400	3194.317829987813
25500	2765.093849796286
25600	2858.3562396751595
25700	2984.344582444206
25800	2799.0433197212274
25900	2618.5490792645182
26000	2954.173950801898
26100	2908.2569188795783
26200	2962.2644917047783
26300	3127.2884372454077
26400	3112.6049480043457
26500	2909.9923816118608
26600	2976.7808390343007
26700	3047.9316016579437
